1	30000	SA0
2	30000	SA1
3	30000	NEG
4	30001	SA0
5	30001	SA1
6	30001	NEG
7	30002	SA0
8	30002	SA1
9	30002	NEG
10	30003	SA0
11	30003	SA1
12	30003	NEG
13	30004	SA0
14	30004	SA1
15	30004	NEG
16	30005	SA0
17	30005	SA1
18	30005	NEG
19	30006	SA0
20	30006	SA1
21	30006	NEG
22	30007	SA0
23	30007	SA1
24	30007	NEG
25	30008	SA0
26	30008	SA1
27	30008	NEG
28	30009	SA0
29	30009	SA1
30	30009	NEG
31	30010	SA0
32	30010	SA1
33	30010	NEG
34	30011	SA0
35	30011	SA1
36	30011	NEG
37	30012	SA0
38	30012	SA1
39	30012	NEG
40	30013	SA0
41	30013	SA1
42	30013	NEG
43	30014	SA0
44	30014	SA1
45	30014	NEG
46	30015	SA0
47	30015	SA1
48	30015	NEG
49	30016	SA0
50	30016	SA1
51	30016	NEG
52	30017	SA0
53	30017	SA1
54	30017	NEG
55	30018	SA0
56	30018	SA1
57	30018	NEG
58	30019	SA0
59	30019	SA1
60	30019	NEG
61	30020	SA0
62	30020	SA1
63	30020	NEG
64	30021	SA0
65	30021	SA1
66	30021	NEG
67	30022	SA0
68	30022	SA1
69	30022	NEG
70	30023	SA0
71	30023	SA1
72	30023	NEG
73	30024	SA0
74	30024	SA1
75	30024	NEG
76	30025	SA0
77	30025	SA1
78	30025	NEG
79	30026	SA0
80	30026	SA1
81	30026	NEG
82	30027	SA0
83	30027	SA1
84	30027	NEG
85	30028	SA0
86	30028	SA1
87	30028	NEG
88	30029	SA0
89	30029	SA1
90	30029	NEG
91	30030	SA0
92	30030	SA1
93	30030	NEG
94	30031	SA0
95	30031	SA1
96	30031	NEG
97	30032	SA0
98	30032	SA1
99	30032	NEG
100	30033	SA0
101	30033	SA1
102	30033	NEG
103	30034	SA0
104	30034	SA1
105	30034	NEG
106	30035	SA0
107	30035	SA1
108	30035	NEG
109	30036	SA0
110	30036	SA1
111	30036	NEG
112	30037	SA0
113	30037	SA1
114	30037	NEG
115	30038	SA0
116	30038	SA1
117	30038	NEG
118	30039	SA0
119	30039	SA1
120	30039	NEG
121	30040	SA0
122	30040	SA1
123	30040	NEG
124	30041	SA0
125	30041	SA1
126	30041	NEG
127	30042	SA0
128	30042	SA1
129	30042	NEG
130	40000	SA0
131	40000	SA1
132	40000	NEG
133	40001	SA0
134	40001	SA1
135	40001	NEG
136	40002	SA0
137	40002	SA1
138	40002	NEG
139	40003	SA0
140	40003	SA1
141	40003	NEG
142	40004	SA0
143	40004	SA1
144	40004	NEG
145	40005	SA0
146	40005	SA1
147	40005	NEG
148	40006	SA0
149	40006	SA1
150	40006	NEG
151	40007	SA0
152	40007	SA1
153	40007	NEG
154	40008	SA0
155	40008	SA1
156	40008	NEG
157	40009	SA0
158	40009	SA1
159	40009	NEG
160	40010	SA0
161	40010	SA1
162	40010	NEG
163	40011	SA0
164	40011	SA1
165	40011	NEG
166	40012	SA0
167	40012	SA1
168	40012	NEG
169	40013	SA0
170	40013	SA1
171	40013	NEG
172	40014	SA0
173	40014	SA1
174	40014	NEG
175	40015	SA0
176	40015	SA1
177	40015	NEG
178	40016	SA0
179	40016	SA1
180	40016	NEG
181	40017	SA0
182	40017	SA1
183	40017	NEG
184	40018	SA0
185	40018	SA1
186	40018	NEG
187	40019	SA0
188	40019	SA1
189	40019	NEG
190	40020	SA0
191	40020	SA1
192	40020	NEG
193	40021	SA0
194	40021	SA1
195	40021	NEG
196	40022	SA0
197	40022	SA1
198	40022	NEG
199	40023	SA0
200	40023	SA1
201	40023	NEG
202	40024	SA0
203	40024	SA1
204	40024	NEG
205	40025	SA0
206	40025	SA1
207	40025	NEG
208	40026	SA0
209	40026	SA1
210	40026	NEG
211	40027	SA0
212	40027	SA1
213	40027	NEG
214	40028	SA0
215	40028	SA1
216	40028	NEG
217	40029	SA0
218	40029	SA1
219	40029	NEG
220	40030	SA0
221	40030	SA1
222	40030	NEG
223	40031	SA0
224	40031	SA1
225	40031	NEG
226	40032	SA0
227	40032	SA1
228	40032	NEG
229	40033	SA0
230	40033	SA1
231	40033	NEG
232	40034	SA0
233	40034	SA1
234	40034	NEG
235	40035	SA0
236	40035	SA1
237	40035	NEG
238	40036	SA0
239	40036	SA1
240	40036	NEG
241	40037	SA0
242	40037	SA1
243	40037	NEG
244	40038	SA0
245	40038	SA1
246	40038	NEG
247	40039	SA0
248	40039	SA1
249	40039	NEG
250	40040	SA0
251	40040	SA1
252	40040	NEG
253	40041	SA0
254	40041	SA1
255	40041	NEG
256	40042	SA0
257	40042	SA1
258	40042	NEG
259	50000	SA0
260	50000	SA1
261	50000	NEG
262	50000	RDOB_AND
263	50000	RDOB_NAND
264	50000	RDOB_OR
265	50000	RDOB_NOR
266	50000	RDOB_NXOR
267	50001	SA0
268	50001	SA1
269	50001	NEG
270	50001	RDOB_AND
271	50001	RDOB_NAND
272	50001	RDOB_OR
273	50001	RDOB_NOR
274	50001	RDOB_NXOR
275	50002	SA0
276	50002	SA1
277	50002	NEG
278	50002	RDOB_AND
279	50002	RDOB_NAND
280	50002	RDOB_OR
281	50002	RDOB_NOR
282	50002	RDOB_NXOR
283	50003	SA0
284	50003	SA1
285	50003	NEG
286	50003	RDOB_AND
287	50003	RDOB_NAND
288	50003	RDOB_OR
289	50003	RDOB_NOR
290	50003	RDOB_NXOR
291	50004	SA0
292	50004	SA1
293	50004	NEG
294	50004	RDOB_AND
295	50004	RDOB_NAND
296	50004	RDOB_NOR
297	50004	RDOB_XOR
298	50004	RDOB_NXOR
299	50005	SA0
300	50005	SA1
301	50005	NEG
302	50005	RDOB_AND
303	50005	RDOB_NAND
304	50005	RDOB_NOR
305	50005	RDOB_XOR
306	50005	RDOB_NXOR
307	50006	SA0
308	50006	SA1
309	50006	NEG
310	50006	RDOB_AND
311	50006	RDOB_NAND
312	50006	RDOB_OR
313	50006	RDOB_XOR
314	50006	RDOB_NXOR
315	50007	SA0
316	50007	SA1
317	50007	NEG
318	50007	RDOB_AND
319	50007	RDOB_NAND
320	50007	RDOB_OR
321	50007	RDOB_XOR
322	50007	RDOB_NXOR
323	50008	SA0
324	50008	SA1
325	50008	NEG
326	50008	RDOB_AND
327	50008	RDOB_NAND
328	50008	RDOB_OR
329	50008	RDOB_XOR
330	50008	RDOB_NXOR
331	50009	SA0
332	50009	SA1
333	50009	NEG
334	50009	RDOB_AND
335	50009	RDOB_NAND
336	50009	RDOB_OR
337	50009	RDOB_XOR
338	50009	RDOB_NXOR
339	50010	SA0
340	50010	SA1
341	50010	NEG
342	50010	RDOB_NAND
343	50010	RDOB_OR
344	50010	RDOB_NOR
345	50010	RDOB_XOR
346	50010	RDOB_NXOR
347	50011	SA0
348	50011	SA1
349	50011	NEG
350	50011	RDOB_NAND
351	50011	RDOB_OR
352	50011	RDOB_NOR
353	50011	RDOB_XOR
354	50011	RDOB_NXOR
355	50012	SA0
356	50012	SA1
357	50012	NEG
358	50012	RDOB_NAND
359	50012	RDOB_OR
360	50012	RDOB_NOR
361	50012	RDOB_XOR
362	50012	RDOB_NXOR
363	50013	SA0
364	50013	SA1
365	50013	NEG
366	50013	RDOB_NAND
367	50013	RDOB_OR
368	50013	RDOB_NOR
369	50013	RDOB_XOR
370	50013	RDOB_NXOR
371	50014	SA0
372	50014	SA1
373	50014	NEG
374	50014	RDOB_AND
375	50014	RDOB_NAND
376	50014	RDOB_NOR
377	50014	RDOB_XOR
378	50014	RDOB_NXOR
379	50015	SA0
380	50015	SA1
381	50015	NEG
382	50015	RDOB_AND
383	50015	RDOB_NAND
384	50015	RDOB_NOR
385	50015	RDOB_XOR
386	50015	RDOB_NXOR
387	50016	SA0
388	50016	SA1
389	50016	NEG
390	50016	RDOB_AND
391	50016	RDOB_NAND
392	50016	RDOB_NOR
393	50016	RDOB_XOR
394	50016	RDOB_NXOR
395	50017	SA0
